Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.784ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.805ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.892ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.956ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.058ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.858ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.864ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.821ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.867ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.861ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.269ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.886ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.999ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.785ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.807ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.902ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.22ms    4.46ms 393.47ms   93.28%
    Req/Sec     1.98k   599.82     6.67k    77.62%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.17ms
 75.000%    1.76ms
 90.000%    4.49ms
 99.000%   20.13ms
 99.900%   49.18ms
 99.990%  118.46ms
 99.999%  243.20ms
100.000%  393.73ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.075     0.000000            1         1.00
       0.472     0.100000      1772499         1.11
       0.677     0.200000      3543461         1.25
       0.850     0.300000      5309311         1.43
       1.011     0.400000      7087681         1.67
       1.169     0.500000      8853887         2.00
       1.254     0.550000      9740806         2.22
       1.347     0.600000     10622408         2.50
       1.456     0.650000     11504586         2.86
       1.591     0.700000     12392874         3.33
       1.764     0.750000     13272803         4.00
       1.880     0.775000     13717884         4.44
       2.031     0.800000     14158199         5.00
       2.255     0.825000     14600721         5.71
       2.633     0.850000     15042412         6.67
       3.335     0.875000     15484654         8.00
       3.855     0.887500     15705647         8.89
       4.491     0.900000     15926986        10.00
       5.235     0.912500     16148621        11.43
       6.087     0.925000     16369033        13.33
       7.075     0.937500     16590174        16.00
       7.631     0.943750     16700895        17.78
       8.247     0.950000     16811799        20.00
       8.951     0.956250     16923046        22.86
       9.783     0.962500     17032585        26.67
      10.863     0.968750     17143293        32.00
      11.551     0.971875     17198672        35.56
      12.383     0.975000     17254005        40.00
      13.415     0.978125     17309157        45.71
      14.695     0.981250     17364587        53.33
      16.255     0.984375     17419881        64.00
      17.167     0.985938     17447623        71.11
      18.191     0.987500     17475320        80.00
      19.343     0.989062     17502791        91.43
      20.703     0.990625     17530365       106.67
      22.367     0.992188     17557966       128.00
      23.375     0.992969     17571873       142.22
      24.527     0.993750     17585642       160.00
      25.919     0.994531     17599421       182.86
      27.663     0.995313     17613216       213.33
      29.823     0.996094     17627050       256.00
      31.087     0.996484     17633997       284.44
      32.495     0.996875     17640860       320.00
      34.111     0.997266     17647775       365.71
      36.095     0.997656     17654683       426.67
      38.591     0.998047     17661626       512.00
      40.159     0.998242     17665059       568.89
      41.951     0.998437     17668539       640.00
      44.031     0.998633     17671974       731.43
      46.559     0.998828     17675433       853.33
      49.567     0.999023     17678864      1024.00
      51.455     0.999121     17680607      1137.78
      53.695     0.999219     17682328      1280.00
      56.415     0.999316     17684054      1462.86
      59.647     0.999414     17685775      1706.67
      63.263     0.999512     17687503      2048.00
      65.407     0.999561     17688368      2275.56
      68.031     0.999609     17689246      2560.00
      71.487     0.999658     17690104      2925.71
      75.711     0.999707     17690978      3413.33
      81.855     0.999756     17691823      4096.00
      85.951     0.999780     17692259      4551.11
      90.367     0.999805     17692692      5120.00
      96.127     0.999829     17693123      5851.43
     102.271     0.999854     17693551      6826.67
     110.015     0.999878     17693984      8192.00
     114.495     0.999890     17694201      9102.22
     119.615     0.999902     17694416     10240.00
     125.567     0.999915     17694633     11702.86
     132.351     0.999927     17694847     13653.33
     139.775     0.999939     17695066     16384.00
     145.663     0.999945     17695172     18204.44
     151.295     0.999951     17695279     20480.00
     156.799     0.999957     17695389     23405.71
