Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 2.390ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.423ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.402ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 3.042ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 3.033ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.510ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.625ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.503ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.500ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.588ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.619ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.491ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.525ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.543ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 3.323ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 2.492ms, rate sampling interval: 11ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.41ms    3.20ms 107.65ms   92.05%
    Req/Sec     1.31k   588.84     6.78k    69.71%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.49ms
 75.000%    2.56ms
 90.000%    4.45ms
 99.000%   16.23ms
 99.900%   31.77ms
 99.990%   52.38ms
 99.999%   85.89ms
100.000%  107.71ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.077     0.000000            1         1.00
       0.562     0.100000      1180559         1.11
       0.825     0.200000      2364462         1.25
       1.045     0.300000      3543738         1.43
       1.254     0.400000      4720232         1.67
       1.490     0.500000      5902829         2.00
       1.631     0.550000      6491853         2.22
       1.795     0.600000      7080303         2.50
       1.993     0.650000      7668666         2.86
       2.245     0.700000      8259292         3.33
       2.561     0.750000      8848785         4.00
       2.749     0.775000      9144568         4.44
       2.959     0.800000      9440152         5.00
       3.199     0.825000      9734547         5.71
       3.481     0.850000     10028958         6.67
       3.849     0.875000     10323746         8.00
       4.099     0.887500     10471255         8.89
       4.447     0.900000     10618463        10.00
       5.067     0.912500     10765571        11.43
       5.935     0.925000     10912915        13.33
       6.911     0.937500     11060466        16.00
       7.471     0.943750     11133771        17.78
       8.091     0.950000     11207696        20.00
       8.775     0.956250     11281220        22.86
       9.567     0.962500     11355375        26.67
      10.463     0.968750     11428884        32.00
      10.999     0.971875     11466048        35.56
      11.607     0.975000     11502849        40.00
      12.279     0.978125     11539499        45.71
      13.063     0.981250     11576380        53.33
      13.951     0.984375     11613138        64.00
      14.463     0.985938     11631627        71.11
      15.039     0.987500     11650011        80.00
      15.735     0.989062     11668458        91.43
      16.623     0.990625     11686889       106.67
      17.727     0.992188     11705303       128.00
      18.335     0.992969     11714571       142.22
      18.991     0.993750     11723669       160.00
      19.791     0.994531     11732889       182.86
      20.927     0.995313     11742056       213.33
      22.415     0.996094     11751307       256.00
      23.215     0.996484     11755875       284.44
      24.047     0.996875     11760469       320.00
      25.039     0.997266     11765120       365.71
      26.143     0.997656     11769692       426.67
      27.391     0.998047     11774338       512.00
      28.079     0.998242     11776641       568.89
      28.799     0.998437     11778907       640.00
      29.647     0.998633     11781235       731.43
      30.639     0.998828     11783525       853.33
      31.935     0.999023     11785839      1024.00
      32.639     0.999121     11786988      1137.78
      33.439     0.999219     11788116      1280.00
      34.399     0.999316     11789305      1462.86
      35.455     0.999414     11790439      1706.67
      36.799     0.999512     11791577      2048.00
      37.631     0.999561     11792167      2275.56
      38.527     0.999609     11792735      2560.00
      39.487     0.999658     11793300      2925.71
      40.831     0.999707     11793886      3413.33
      42.559     0.999756     11794453      4096.00
      43.519     0.999780     11794742      4551.11
      44.511     0.999805     11795036      5120.00
      45.823     0.999829     11795318      5851.43
      47.647     0.999854     11795611      6826.67
      49.951     0.999878     11795894      8192.00
      51.167     0.999890     11796038      9102.22
      52.735     0.999902     11796180     10240.00
      55.583     0.999915     11796326     11702.86
      59.199     0.999927     11796470     13653.33
      63.231     0.999939     11796613     16384.00
      64.767     0.999945     11796684     18204.44
      66.239     0.999951     11796757     20480.00
      68.223     0.999957     11796828     23405.71
