Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.528ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.474ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.361ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.552ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.530ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.404ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.473ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.487ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.395ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.425ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.487ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.470ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.458ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.578ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.594ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.449ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.75ms    5.20ms 423.42ms   97.38%
    Req/Sec     3.96k   694.03    13.00k    68.90%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.16ms
 75.000%    1.62ms
 90.000%    2.25ms
 99.000%   13.62ms
 99.900%   86.65ms
 99.990%  177.79ms
 99.999%  290.56ms
100.000%  423.68ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.060     0.000000            1         1.00
       0.466     0.100000      3554601         1.11
       0.666     0.200000      7083316         1.25
       0.837     0.300000     10623017         1.43
       0.998     0.400000     14174647         1.67
       1.157     0.500000     17709147         2.00
       1.238     0.550000     19467229         2.22
       1.323     0.600000     21249484         2.50
       1.413     0.650000     23019061         2.86
       1.511     0.700000     24783747         3.33
       1.623     0.750000     26552212         4.00
       1.687     0.775000     27440621         4.44
       1.758     0.800000     28323383         5.00
       1.839     0.825000     29203921         5.71
       1.937     0.850000     30088913         6.67
       2.063     0.875000     30971310         8.00
       2.145     0.887500     31417680         8.89
       2.247     0.900000     31860021        10.00
       2.381     0.912500     32300678        11.43
       2.571     0.925000     32738084        13.33
       2.879     0.937500     33181655        16.00
       3.119     0.943750     33402377        17.78
       3.465     0.950000     33623603        20.00
       3.979     0.956250     33844461        22.86
       4.723     0.962500     34065324        26.67
       5.799     0.968750     34286753        32.00
       6.483     0.971875     34397439        35.56
       7.283     0.975000     34507797        40.00
       8.187     0.978125     34618384        45.71
       9.255     0.981250     34729178        53.33
      10.535     0.984375     34839956        64.00
      11.263     0.985938     34895153        71.11
      12.031     0.987500     34950508        80.00
      12.991     0.989062     35005548        91.43
      14.087     0.990625     35060726       106.67
      15.471     0.992188     35116205       128.00
      16.335     0.992969     35143822       142.22
      17.423     0.993750     35171338       160.00
      18.815     0.994531     35199112       182.86
      20.671     0.995313     35226735       213.33
      23.455     0.996094     35254224       256.00
      25.583     0.996484     35268084       284.44
      28.591     0.996875     35281901       320.00
      33.023     0.997266     35295702       365.71
      40.127     0.997656     35309498       426.67
      49.855     0.998047     35323337       512.00
      55.967     0.998242     35330244       568.89
      62.879     0.998437     35337146       640.00
      70.719     0.998633     35344054       731.43
      79.039     0.998828     35350988       853.33
      87.743     0.999023     35357901      1024.00
      92.159     0.999121     35361356      1137.78
      97.087     0.999219     35364820      1280.00
     102.847     0.999316     35368274      1462.86
     109.567     0.999414     35371713      1706.67
     117.247     0.999512     35375176      2048.00
     121.151     0.999561     35376888      2275.56
     125.759     0.999609     35378629      2560.00
     130.559     0.999658     35380355      2925.71
     136.191     0.999707     35382085      3413.33
     142.719     0.999756     35383812      4096.00
     146.559     0.999780     35384693      4551.11
     150.655     0.999805     35385531      5120.00
     155.903     0.999829     35386393      5851.43
     162.175     0.999854     35387266      6826.67
     169.599     0.999878     35388124      8192.00
     173.823     0.999890     35388552      9102.22
     178.815     0.999902     35388985     10240.00
     184.575     0.999915     35389422     11702.86
     190.079     0.999927     35389851     13653.33
     197.119     0.999939     35390283     16384.00
     201.599     0.999945     35390500     18204.44
     205.951     0.999951     35390715     20480.00
     211.071     0.999957     35390935     23405.71
