Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.256ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.334ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.287ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.232ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.242ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.288ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.326ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.324ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.293ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.312ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.257ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.187ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.249ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.276ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.227ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.384ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.10ms    1.24ms 152.70ms   97.35%
    Req/Sec     3.30k   448.05     9.22k    76.04%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    0.99ms
 75.000%    1.36ms
 90.000%    1.72ms
 99.000%    3.45ms
 99.900%   13.51ms
 99.990%   54.05ms
 99.999%   84.99ms
100.000%  152.83ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.057     0.000000            3         1.00
       0.382     0.100000      2955820         1.11
       0.563     0.200000      5910134         1.25
       0.715     0.300000      8858482         1.43
       0.856     0.400000     11800543         1.67
       0.993     0.500000     14749270         2.00
       1.062     0.550000     16241271         2.22
       1.131     0.600000     17716721         2.50
       1.201     0.650000     19172688         2.86
       1.275     0.700000     20655629         3.33
       1.357     0.750000     22133153         4.00
       1.402     0.775000     22862835         4.44
       1.452     0.800000     23605870         5.00
       1.506     0.825000     24340527         5.71
       1.566     0.850000     25072074         6.67
       1.636     0.875000     25810489         8.00
       1.676     0.887500     26178669         8.89
       1.721     0.900000     26547947        10.00
       1.772     0.912500     26916805        11.43
       1.831     0.925000     27285092        13.33
       1.902     0.937500     27652290        16.00
       1.944     0.943750     27835340        17.78
       1.994     0.950000     28020899        20.00
       2.055     0.956250     28206983        22.86
       2.131     0.962500     28391339        26.67
       2.231     0.968750     28572750        32.00
       2.297     0.971875     28666466        35.56
       2.375     0.975000     28756751        40.00
       2.475     0.978125     28849255        45.71
       2.607     0.981250     28941872        53.33
       2.787     0.984375     29033418        64.00
       2.909     0.985938     29079175        71.11
       3.067     0.987500     29125184        80.00
       3.279     0.989062     29171484        91.43
       3.587     0.990625     29217436       106.67
       4.081     0.992188     29263428       128.00
       4.463     0.992969     29286417       142.22
       4.987     0.993750     29309478       160.00
       5.679     0.994531     29332523       182.86
       6.503     0.995313     29355509       213.33
       7.331     0.996094     29378602       256.00
       7.811     0.996484     29390139       284.44
       8.319     0.996875     29401753       320.00
       8.959     0.997266     29413205       365.71
       9.727     0.997656     29424656       426.67
      10.583     0.998047     29436226       512.00
      10.983     0.998242     29441995       568.89
      11.455     0.998437     29447733       640.00
      12.023     0.998633     29453505       731.43
      12.695     0.998828     29459185       853.33
      13.655     0.999023     29464970      1024.00
      14.263     0.999121     29467829      1137.78
      14.783     0.999219     29470745      1280.00
      15.423     0.999316     29473607      1462.86
      16.431     0.999414     29476497      1706.67
      18.031     0.999512     29479342      2048.00
      19.279     0.999561     29480793      2275.56
      20.911     0.999609     29482234      2560.00
      23.119     0.999658     29483663      2925.71
      26.543     0.999707     29485103      3413.33
      31.151     0.999756     29486545      4096.00
      34.015     0.999780     29487264      4551.11
      37.087     0.999805     29487989      5120.00
      40.895     0.999829     29488708      5851.43
      45.183     0.999854     29489427      6826.67
      49.599     0.999878     29490145      8192.00
      51.871     0.999890     29490504      9102.22
      54.463     0.999902     29490866     10240.00
      57.311     0.999915     29491223     11702.86
      60.095     0.999927     29491585     13653.33
      62.719     0.999939     29491943     16384.00
      63.999     0.999945     29492123     18204.44
      65.535     0.999951     29492304     20480.00
      67.135     0.999957     29492489     23405.71
