Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.299ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.297ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.268ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.287ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.310ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.295ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.297ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.245ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.380ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.286ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.293ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.260ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.262ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.299ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.334ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.284ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.62ms    5.48ms 455.17ms   98.18%
    Req/Sec     3.30k   381.38     9.44k    73.44%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.14ms
 75.000%    1.59ms
 90.000%    2.13ms
 99.000%   11.18ms
 99.900%   77.95ms
 99.990%  224.13ms
 99.999%  372.48ms
100.000%  455.42ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.064     0.000000            1         1.00
       0.461     0.100000      2950770         1.11
       0.657     0.200000      5911930         1.25
       0.825     0.300000      8856593         1.43
       0.985     0.400000     11805736         1.67
       1.144     0.500000     14764391         2.00
       1.224     0.550000     16228989         2.22
       1.306     0.600000     17703110         2.50
       1.392     0.650000     19183602         2.86
       1.485     0.700000     20659954         3.33
       1.589     0.750000     22121366         4.00
       1.649     0.775000     22867638         4.44
       1.715     0.800000     23602653         5.00
       1.790     0.825000     24337262         5.71
       1.878     0.850000     25070183         6.67
       1.988     0.875000     25812122         8.00
       2.055     0.887500     26183044         8.89
       2.133     0.900000     26545343        10.00
       2.231     0.912500     26917318        11.43
       2.355     0.925000     27286487        13.33
       2.525     0.937500     27651046        16.00
       2.647     0.943750     27837400        17.78
       2.803     0.950000     28019488        20.00
       3.021     0.956250     28204679        22.86
       3.351     0.962500     28388343        26.67
       3.947     0.968750     28572143        32.00
       4.407     0.971875     28664456        35.56
       5.059     0.975000     28756629        40.00
       5.907     0.978125     28848686        45.71
       6.927     0.981250     28940909        53.33
       8.023     0.984375     29033123        64.00
       8.711     0.985938     29079479        71.11
       9.559     0.987500     29125114        80.00
      10.527     0.989062     29171200        91.43
      11.607     0.990625     29217316       106.67
      12.839     0.992188     29263420       128.00
      13.639     0.992969     29286401       142.22
      14.559     0.993750     29309501       160.00
      15.591     0.994531     29332508       182.86
      16.895     0.995313     29355682       213.33
      18.879     0.996094     29378601       256.00
      20.191     0.996484     29390096       284.44
      22.191     0.996875     29401609       320.00
      25.231     0.997266     29413119       365.71
      30.767     0.997656     29424615       426.67
      39.391     0.998047     29436156       512.00
      44.671     0.998242     29441900       568.89
      51.039     0.998437     29447659       640.00
      58.911     0.998633     29453406       731.43
      68.095     0.998828     29459188       853.33
      79.551     0.999023     29464928      1024.00
      86.719     0.999121     29467817      1137.78
      94.975     0.999219     29470684      1280.00
     103.935     0.999316     29473572      1462.86
     114.239     0.999414     29476450      1706.67
     126.591     0.999512     29479323      2048.00
     133.759     0.999561     29480773      2275.56
     141.695     0.999609     29482218      2560.00
     150.271     0.999658     29483660      2925.71
     159.231     0.999707     29485098      3413.33
     169.983     0.999756     29486528      4096.00
     176.383     0.999780     29487246      4551.11
     183.807     0.999805     29487975      5120.00
     191.615     0.999829     29488684      5851.43
     201.215     0.999854     29489412      6826.67
     212.479     0.999878     29490134      8192.00
     218.495     0.999890     29490487      9102.22
     225.791     0.999902     29490850     10240.00
     235.135     0.999915     29491208     11702.86
     244.223     0.999927     29491564     13653.33
     256.255     0.999939     29491927     16384.00
     262.015     0.999945     29492106     18204.44
     269.055     0.999951     29492289     20480.00
     278.783     0.999957     29492473     23405.71
