Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 2.619ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.584ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.520ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.602ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.548ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.729ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.594ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.635ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.720ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.606ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.648ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 3.094ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 2.651ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.532ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 3.116ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 2.460ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.63ms    4.66ms 108.61ms   92.30%
    Req/Sec     1.31k   592.29     6.44k    67.72%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.36ms
 75.000%    2.11ms
 90.000%    5.03ms
 99.000%   25.82ms
 99.900%   45.69ms
 99.990%   65.73ms
 99.999%   85.44ms
100.000%  108.67ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.083     0.000000            1         1.00
       0.550     0.100000      1180314         1.11
       0.783     0.200000      2363783         1.25
       0.982     0.300000      3541306         1.43
       1.169     0.400000      4720311         1.67
       1.364     0.500000      5900146         2.00
       1.474     0.550000      6492401         2.22
       1.596     0.600000      7079429         2.50
       1.735     0.650000      7671428         2.86
       1.897     0.700000      8259118         3.33
       2.107     0.750000      8850269         4.00
       2.239     0.775000      9144210         4.44
       2.399     0.800000      9440681         5.00
       2.611     0.825000      9735072         5.71
       2.937     0.850000     10028881         6.67
       3.551     0.875000     10323002         8.00
       4.131     0.887500     10470864         8.89
       5.031     0.900000     10617917        10.00
       6.195     0.912500     10765175        11.43
       7.499     0.925000     10913000        13.33
       8.759     0.937500     11060772        16.00
       9.471     0.943750     11134333        17.78
      10.359     0.950000     11207629        20.00
      11.471     0.956250     11281413        22.86
      12.775     0.962500     11355358        26.67
      14.263     0.968750     11428990        32.00
      15.143     0.971875     11465666        35.56
      16.247     0.975000     11502527        40.00
      17.567     0.978125     11539447        45.71
      19.055     0.981250     11576337        53.33
      21.071     0.984375     11613244        64.00
      22.287     0.985938     11631782        71.11
      23.519     0.987500     11650101        80.00
      24.879     0.989062     11668540        91.43
      26.479     0.990625     11686863       106.67
      28.223     0.992188     11705347       128.00
      29.167     0.992969     11714549       142.22
      30.255     0.993750     11723847       160.00
      31.503     0.994531     11732955       182.86
      32.895     0.995313     11742254       213.33
      34.431     0.996094     11751403       256.00
      35.327     0.996484     11756078       284.44
      36.319     0.996875     11760679       320.00
      37.439     0.997266     11765317       365.71
      38.655     0.997656     11769914       426.67
      40.127     0.998047     11774424       512.00
      41.055     0.998242     11776747       568.89
      42.111     0.998437     11779058       640.00
      43.199     0.998633     11781331       731.43
      44.415     0.998828     11783652       853.33
      45.887     0.999023     11785945      1024.00
      46.783     0.999121     11787117      1137.78
      47.679     0.999219     11788267      1280.00
      48.639     0.999316     11789408      1462.86
      49.759     0.999414     11790556      1706.67
      51.327     0.999512     11791692      2048.00
      52.287     0.999561     11792275      2275.56
      53.343     0.999609     11792860      2560.00
      54.495     0.999658     11793428      2925.71
      55.871     0.999707     11794000      3413.33
      57.599     0.999756     11794579      4096.00
      58.527     0.999780     11794867      4551.11
      59.519     0.999805     11795156      5120.00
      60.767     0.999829     11795437      5851.43
      62.239     0.999854     11795725      6826.67
      63.807     0.999878     11796014      8192.00
      64.671     0.999890     11796157      9102.22
      66.047     0.999902     11796302     10240.00
      67.327     0.999915     11796447     11702.86
      68.607     0.999927     11796588     13653.33
      70.655     0.999939     11796733     16384.00
      71.679     0.999945     11796805     18204.44
      72.575     0.999951     11796876     20480.00
      73.855     0.999957     11796947     23405.71
