Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.212ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.234ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.222ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.217ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.228ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.267ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.195ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.282ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.233ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.285ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.282ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.217ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.248ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.110ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.188ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.244ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.20ms    1.64ms 196.61ms   98.46%
    Req/Sec     1.98k   459.28     7.33k    73.92%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.07ms
 75.000%    1.44ms
 90.000%    1.81ms
 99.000%    3.68ms
 99.900%   18.66ms
 99.990%   68.99ms
 99.999%  138.75ms
100.000%  196.74ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.073     0.000000            1         1.00
       0.449     0.100000      1769698         1.11
       0.635     0.200000      3541300         1.25
       0.791     0.300000      5319966         1.43
       0.935     0.400000      7090228         1.67
       1.070     0.500000      8852649         2.00
       1.137     0.550000      9744170         2.22
       1.205     0.600000     10627450         2.50
       1.276     0.650000     11510475         2.86
       1.353     0.700000     12393476         3.33
       1.439     0.750000     13279803         4.00
       1.486     0.775000     13716498         4.44
       1.538     0.800000     14162387         5.00
       1.594     0.825000     14601695         5.71
       1.656     0.850000     15042416         6.67
       1.727     0.875000     15487783         8.00
       1.766     0.887500     15705425         8.89
       1.810     0.900000     15928538        10.00
       1.859     0.912500     16148283        11.43
       1.916     0.925000     16371137        13.33
       1.984     0.937500     16590422        16.00
       2.026     0.943750     16702451        17.78
       2.075     0.950000     16814191        20.00
       2.133     0.956250     16922637        22.86
       2.207     0.962500     17032835        26.67
       2.305     0.968750     17143399        32.00
       2.369     0.971875     17200085        35.56
       2.443     0.975000     17254877        40.00
       2.535     0.978125     17309255        45.71
       2.657     0.981250     17364918        53.33
       2.829     0.984375     17419949        64.00
       2.955     0.985938     17447548        71.11
       3.131     0.987500     17475069        80.00
       3.405     0.989062     17502666        91.43
       3.955     0.990625     17530372       106.67
       4.999     0.992188     17557970       128.00
       5.547     0.992969     17571839       142.22
       6.103     0.993750     17585638       160.00
       6.947     0.994531     17599472       182.86
       7.763     0.995313     17613273       213.33
       8.559     0.996094     17627150       256.00
       9.111     0.996484     17634019       284.44
       9.695     0.996875     17640954       320.00
      10.487     0.997266     17647838       365.71
      11.519     0.997656     17654786       426.67
      12.671     0.998047     17661668       512.00
      13.479     0.998242     17665147       568.89
      14.591     0.998437     17668589       640.00
      15.791     0.998633     17672039       731.43
      17.119     0.998828     17675502       853.33
      18.895     0.999023     17678938      1024.00
      20.207     0.999121     17680672      1137.78
      21.711     0.999219     17682409      1280.00
      23.311     0.999316     17684133      1462.86
      25.279     0.999414     17685857      1706.67
      27.983     0.999512     17687582      2048.00
      29.727     0.999561     17688442      2275.56
      31.775     0.999609     17689309      2560.00
      34.111     0.999658     17690171      2925.71
      37.055     0.999707     17691034      3413.33
      41.119     0.999756     17691899      4096.00
      43.967     0.999780     17692331      4551.11
      47.263     0.999805     17692763      5120.00
      51.199     0.999829     17693198      5851.43
      56.031     0.999854     17693626      6826.67
      61.727     0.999878     17694060      8192.00
      65.599     0.999890     17694276      9102.22
      69.759     0.999902     17694493     10240.00
      74.239     0.999915     17694706     11702.86
      79.231     0.999927     17694923     13653.33
      86.399     0.999939     17695138     16384.00
      90.111     0.999945     17695247     18204.44
      94.719     0.999951     17695357     20480.00
     100.159     0.999957     17695463     23405.71
