Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.993ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.975ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.921ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.931ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.953ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.018ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.011ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.002ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.959ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.015ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.140ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.956ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 2.033ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.895ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.969ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.945ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.74ms    2.19ms 102.14ms   92.20%
    Req/Sec     1.32k   479.36     4.55k    82.48%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.23ms
 75.000%    1.78ms
 90.000%    3.37ms
 99.000%   10.26ms
 99.900%   24.78ms
 99.990%   50.56ms
 99.999%   73.02ms
100.000%  102.21ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.076     0.000000            1         1.00
       0.508     0.100000      1180130         1.11
       0.714     0.200000      2363102         1.25
       0.893     0.300000      3539302         1.43
       1.061     0.400000      4723714         1.67
       1.226     0.500000      5905552         2.00
       1.312     0.550000      6490759         2.22
       1.406     0.600000      7080553         2.50
       1.511     0.650000      7668627         2.86
       1.634     0.700000      8261778         3.33
       1.784     0.750000      8848782         4.00
       1.880     0.775000      9144672         4.44
       2.001     0.800000      9439962         5.00
       2.173     0.825000      9734709         5.71
       2.441     0.850000     10029438         6.67
       2.837     0.875000     10323502         8.00
       3.089     0.887500     10471141         8.89
       3.365     0.900000     10617948        10.00
       3.673     0.912500     10765446        11.43
       4.011     0.925000     10913354        13.33
       4.399     0.937500     11061450        16.00
       4.619     0.943750     11134001        17.78
       4.879     0.950000     11208320        20.00
       5.187     0.956250     11282061        22.86
       5.547     0.962500     11355536        26.67
       6.011     0.968750     11428916        32.00
       6.307     0.971875     11465670        35.56
       6.659     0.975000     11502611        40.00
       7.079     0.978125     11539601        45.71
       7.599     0.981250     11576402        53.33
       8.239     0.984375     11613476        64.00
       8.639     0.985938     11631837        71.11
       9.135     0.987500     11650113        80.00
       9.767     0.989062     11668508        91.43
      10.639     0.990625     11686889       106.67
      11.831     0.992188     11705309       128.00
      12.543     0.992969     11714584       142.22
      13.327     0.993750     11723759       160.00
      14.215     0.994531     11732972       182.86
      15.263     0.995313     11742149       213.33
      16.479     0.996094     11751365       256.00
      17.151     0.996484     11756037       284.44
      17.871     0.996875     11760669       320.00
      18.639     0.997266     11765224       365.71
      19.551     0.997656     11769831       426.67
      20.655     0.998047     11774443       512.00
      21.327     0.998242     11776738       568.89
      22.079     0.998437     11779028       640.00
      22.927     0.998633     11781334       731.43
      23.823     0.998828     11783619       853.33
      24.943     0.999023     11785941      1024.00
      25.631     0.999121     11787093      1137.78
      26.447     0.999219     11788235      1280.00
      27.423     0.999316     11789385      1462.86
      28.559     0.999414     11790533      1706.67
      30.111     0.999512     11791684      2048.00
      31.167     0.999561     11792264      2275.56
      32.399     0.999609     11792835      2560.00
      33.823     0.999658     11793414      2925.71
      35.743     0.999707     11793992      3413.33
      38.047     0.999756     11794566      4096.00
      39.583     0.999780     11794851      4551.11
      41.599     0.999805     11795139      5120.00
      43.583     0.999829     11795428      5851.43
      45.727     0.999854     11795717      6826.67
      48.191     0.999878     11796005      8192.00
      49.407     0.999890     11796148      9102.22
      50.943     0.999902     11796294     10240.00
      52.639     0.999915     11796438     11702.86
      54.751     0.999927     11796579     13653.33
      57.055     0.999939     11796724     16384.00
      57.983     0.999945     11796795     18204.44
      58.911     0.999951     11796868     20480.00
      60.127     0.999957     11796939     23405.71
