Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.278ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.263ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.282ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.292ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.289ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.271ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.245ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.275ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.248ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.305ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.294ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.318ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.276ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.390ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.280ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.278ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.16ms    1.36ms 114.56ms   97.50%
    Req/Sec     1.98k   455.95     6.22k    70.62%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.02ms
 75.000%    1.37ms
 90.000%    1.73ms
 99.000%    5.49ms
 99.900%   19.10ms
 99.990%   39.78ms
 99.999%   66.05ms
100.000%  114.62ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.073     0.000000            1         1.00
       0.416     0.100000      1770781         1.11
       0.592     0.200000      3546724         1.25
       0.743     0.300000      5311619         1.43
       0.884     0.400000      7081376         1.67
       1.019     0.500000      8856881         2.00
       1.085     0.550000      9739046         2.22
       1.152     0.600000     10630713         2.50
       1.221     0.650000     11514432         2.86
       1.294     0.700000     12395940         3.33
       1.373     0.750000     13279221         4.00
       1.416     0.775000     13719406         4.44
       1.463     0.800000     14161676         5.00
       1.515     0.825000     14601561         5.71
       1.574     0.850000     15043210         6.67
       1.643     0.875000     15490119         8.00
       1.682     0.887500     15710624         8.89
       1.725     0.900000     15929943        10.00
       1.774     0.912500     16150054        11.43
       1.832     0.925000     16370257        13.33
       1.904     0.937500     16590822        16.00
       1.949     0.943750     16702511        17.78
       2.002     0.950000     16812266        20.00
       2.069     0.956250     16922864        22.86
       2.161     0.962500     17034448        26.67
       2.295     0.968750     17143505        32.00
       2.391     0.971875     17199023        35.56
       2.521     0.975000     17254520        40.00
       2.703     0.978125     17309553        45.71
       2.987     0.981250     17364689        53.33
       3.471     0.984375     17419799        64.00
       3.853     0.985938     17447433        71.11
       4.395     0.987500     17475023        80.00
       5.107     0.989062     17502821        91.43
       5.763     0.990625     17530379       106.67
       6.647     0.992188     17557974       128.00
       7.275     0.992969     17571858       142.22
       7.975     0.993750     17585630       160.00
       8.663     0.994531     17599551       182.86
       9.351     0.995313     17613396       213.33
      10.071     0.996094     17627168       256.00
      10.583     0.996484     17634018       284.44
      11.239     0.996875     17640974       320.00
      12.087     0.997266     17647867       365.71
      13.079     0.997656     17654779       426.67
      14.047     0.998047     17661666       512.00
      14.735     0.998242     17665124       568.89
      15.607     0.998437     17668602       640.00
      16.607     0.998633     17672068       731.43
      17.823     0.998828     17675539       853.33
      19.295     0.999023     17678949      1024.00
      20.143     0.999121     17680684      1137.78
      21.167     0.999219     17682413      1280.00
      22.351     0.999316     17684136      1462.86
      23.663     0.999414     17685861      1706.67
      25.151     0.999512     17687592      2048.00
      26.079     0.999561     17688459      2275.56
      27.135     0.999609     17689326      2560.00
      28.335     0.999658     17690187      2925.71
      29.727     0.999707     17691043      3413.33
      31.455     0.999756     17691904      4096.00
      32.415     0.999780     17692338      4551.11
      33.535     0.999805     17692771      5120.00
      34.719     0.999829     17693204      5851.43
      36.127     0.999854     17693637      6826.67
      37.727     0.999878     17694064      8192.00
      38.751     0.999890     17694286      9102.22
      40.031     0.999902     17694496     10240.00
      41.503     0.999915     17694712     11702.86
      43.487     0.999927     17694933     13653.33
      45.759     0.999939     17695144     16384.00
      47.103     0.999945     17695255     18204.44
      48.703     0.999951     17695360     20480.00
      50.175     0.999957     17695467     23405.71
