Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.254ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.245ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.241ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.218ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.215ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.265ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.241ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.231ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.223ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.204ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.205ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.336ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.312ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.359ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.346ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.334ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.23ms    1.40ms 118.66ms   96.21%
    Req/Sec     1.98k   412.74     8.33k    69.48%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.04ms
 75.000%    1.44ms
 90.000%    1.90ms
 99.000%    6.36ms
 99.900%   15.20ms
 99.990%   53.79ms
 99.999%   86.33ms
100.000%  118.72ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.068     0.000000            1         1.00
       0.425     0.100000      1772841         1.11
       0.603     0.200000      3549351         1.25
       0.757     0.300000      5315444         1.43
       0.902     0.400000      7082090         1.67
       1.044     0.500000      8859464         2.00
       1.114     0.550000      9739138         2.22
       1.185     0.600000     10621174         2.50
       1.261     0.650000     11512016         2.86
       1.343     0.700000     12389942         3.33
       1.438     0.750000     13278178         4.00
       1.491     0.775000     13718259         4.44
       1.550     0.800000     14159015         5.00
       1.617     0.825000     14605485         5.71
       1.693     0.850000     15045904         6.67
       1.783     0.875000     15485772         8.00
       1.836     0.887500     15705897         8.89
       1.898     0.900000     15927775        10.00
       1.972     0.912500     16150259        11.43
       2.063     0.925000     16370574        13.33
       2.183     0.937500     16591343        16.00
       2.261     0.943750     16702284        17.78
       2.357     0.950000     16812963        20.00
       2.477     0.956250     16922204        22.86
       2.643     0.962500     17033050        26.67
       2.895     0.968750     17143148        32.00
       3.093     0.971875     17198739        35.56
       3.365     0.975000     17254078        40.00
       3.751     0.978125     17309214        45.71
       4.255     0.981250     17364559        53.33
       4.875     0.984375     17419719        64.00
       5.239     0.985938     17447445        71.11
       5.635     0.987500     17474970        80.00
       6.067     0.989062     17502728        91.43
       6.559     0.990625     17530348       106.67
       7.119     0.992188     17558022       128.00
       7.435     0.992969     17571795       142.22
       7.775     0.993750     17585559       160.00
       8.139     0.994531     17599447       182.86
       8.527     0.995313     17613221       213.33
       9.047     0.996094     17627098       256.00
       9.375     0.996484     17634071       284.44
       9.735     0.996875     17640868       320.00
      10.279     0.997266     17647748       365.71
      11.015     0.997656     17654696       426.67
      11.911     0.998047     17661619       512.00
      12.367     0.998242     17665031       568.89
      12.871     0.998437     17668522       640.00
      13.415     0.998633     17671944       731.43
      14.207     0.998828     17675407       853.33
      15.351     0.999023     17678870      1024.00
      16.007     0.999121     17680598      1137.78
      16.591     0.999219     17682323      1280.00
      17.231     0.999316     17684038      1462.86
      18.063     0.999414     17685776      1706.67
      19.199     0.999512     17687504      2048.00
      19.983     0.999561     17688365      2275.56
      21.071     0.999609     17689218      2560.00
      22.703     0.999658     17690083      2925.71
      25.055     0.999707     17690947      3413.33
      28.799     0.999756     17691811      4096.00
      31.183     0.999780     17692242      4551.11
      33.919     0.999805     17692674      5120.00
      37.439     0.999829     17693109      5851.43
      42.431     0.999854     17693539      6826.67
      47.999     0.999878     17693973      8192.00
      50.655     0.999890     17694186      9102.22
      54.495     0.999902     17694403     10240.00
      57.407     0.999915     17694618     11702.86
      60.415     0.999927     17694834     13653.33
      63.519     0.999939     17695050     16384.00
      65.471     0.999945     17695159     18204.44
      67.007     0.999951     17695271     20480.00
      68.607     0.999957     17695374     23405.71
