Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.315ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.341ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.260ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.361ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.354ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.356ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.313ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.360ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.407ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.438ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.363ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.391ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.414ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.453ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.434ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.347ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.29ms    1.35ms 113.98ms   94.56%
    Req/Sec     1.32k   304.30     5.80k    73.35%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.08ms
 75.000%    1.51ms
 90.000%    2.08ms
 99.000%    6.09ms
 99.900%   14.47ms
 99.990%   46.40ms
 99.999%   79.36ms
100.000%  114.05ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.077     0.000000            3         1.00
       0.428     0.100000      1181489         1.11
       0.622     0.200000      2359940         1.25
       0.787     0.300000      3544369         1.43
       0.935     0.400000      4721496         1.67
       1.081     0.500000      5902772         2.00
       1.154     0.550000      6489254         2.22
       1.229     0.600000      7085936         2.50
       1.309     0.650000      7669445         2.86
       1.400     0.700000      8259067         3.33
       1.506     0.750000      8852564         4.00
       1.566     0.775000      9145986         4.44
       1.633     0.800000      9439525         5.00
       1.710     0.825000      9733214         5.71
       1.803     0.850000     10029915         6.67
       1.919     0.875000     10323556         8.00
       1.992     0.887500     10471033         8.89
       2.081     0.900000     10618053        10.00
       2.191     0.912500     10765932        11.43
       2.327     0.925000     10913250        13.33
       2.497     0.937500     11061114        16.00
       2.601     0.943750     11134269        17.78
       2.731     0.950000     11208518        20.00
       2.887     0.956250     11282108        22.86
       3.071     0.962500     11355383        26.67
       3.309     0.968750     11429370        32.00
       3.463     0.971875     11466164        35.56
       3.665     0.975000     11502846        40.00
       3.935     0.978125     11539691        45.71
       4.271     0.981250     11576570        53.33
       4.727     0.984375     11613255        64.00
       5.039     0.985938     11631783        71.11
       5.383     0.987500     11650140        80.00
       5.799     0.989062     11668547        91.43
       6.303     0.990625     11687000       106.67
       6.939     0.992188     11705446       128.00
       7.319     0.992969     11714591       142.22
       7.739     0.993750     11723820       160.00
       7.975     0.994531     11733006       182.86
       8.367     0.995313     11742336       213.33
       8.991     0.996094     11751459       256.00
       9.391     0.996484     11756076       284.44
       9.799     0.996875     11760702       320.00
      10.279     0.997266     11765286       365.71
      10.879     0.997656     11769913       426.67
      11.679     0.998047     11774486       512.00
      12.023     0.998242     11776792       568.89
      12.399     0.998437     11779111       640.00
      12.983     0.998633     11781398       731.43
      13.735     0.998828     11783708       853.33
      14.583     0.999023     11786013      1024.00
      15.135     0.999121     11787154      1137.78
      15.775     0.999219     11788316      1280.00
      16.319     0.999316     11789455      1462.86
      17.247     0.999414     11790608      1706.67
      18.447     0.999512     11791757      2048.00
      19.279     0.999561     11792339      2275.56
      20.207     0.999609     11792910      2560.00
      21.567     0.999658     11793488      2925.71
      23.151     0.999707     11794061      3413.33
      25.343     0.999756     11794637      4096.00
      26.719     0.999780     11794926      4551.11
      28.511     0.999805     11795213      5120.00
      31.359     0.999829     11795502      5851.43
      35.679     0.999854     11795790      6826.67
      41.183     0.999878     11796078      8192.00
      44.127     0.999890     11796221      9102.22
      47.167     0.999902     11796366     10240.00
      49.727     0.999915     11796510     11702.86
      52.671     0.999927     11796653     13653.33
      55.679     0.999939     11796797     16384.00
      57.535     0.999945     11796869     18204.44
      59.551     0.999951     11796941     20480.00
      61.535     0.999957     11797013     23405.71
