Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 2.946ms, rate sampling interval: 14ms
  Thread calibration: mean lat.: 2.987ms, rate sampling interval: 14ms
  Thread calibration: mean lat.: 2.971ms, rate sampling interval: 14ms
  Thread calibration: mean lat.: 2.711ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.081ms, rate sampling interval: 15ms
  Thread calibration: mean lat.: 2.896ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 2.933ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.003ms, rate sampling interval: 14ms
  Thread calibration: mean lat.: 2.946ms, rate sampling interval: 14ms
  Thread calibration: mean lat.: 2.710ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 2.711ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 3.054ms, rate sampling interval: 15ms
  Thread calibration: mean lat.: 2.981ms, rate sampling interval: 14ms
  Thread calibration: mean lat.: 2.881ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 2.731ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 2.780ms, rate sampling interval: 13ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.56ms    3.66ms 140.03ms   89.71%
    Req/Sec     1.30k   385.55     4.17k    72.16%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.33ms
 75.000%    2.23ms
 90.000%    6.36ms
 99.000%   18.83ms
 99.900%   31.73ms
 99.990%   46.72ms
 99.999%   95.23ms
100.000%  140.16ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.079     0.000000            1         1.00
       0.531     0.100000      1179960         1.11
       0.769     0.200000      2361723         1.25
       0.965     0.300000      3540607         1.43
       1.145     0.400000      4720470         1.67
       1.328     0.500000      5904654         2.00
       1.431     0.550000      6488704         2.22
       1.550     0.600000      7078663         2.50
       1.693     0.650000      7670411         2.86
       1.879     0.700000      8259844         3.33
       2.233     0.750000      8849680         4.00
       2.577     0.775000      9144372         4.44
       3.071     0.800000      9439070         5.00
       3.697     0.825000      9733174         5.71
       4.435     0.850000     10028294         6.67
       5.323     0.875000     10323747         8.00
       5.823     0.887500     10471131         8.89
       6.363     0.900000     10617947        10.00
       6.959     0.912500     10766071        11.43
       7.639     0.925000     10913400        13.33
       8.463     0.937500     11060882        16.00
       8.951     0.943750     11134567        17.78
       9.519     0.950000     11208320        20.00
      10.199     0.956250     11282081        22.86
      11.023     0.962500     11355477        26.67
      11.999     0.968750     11429152        32.00
      12.575     0.971875     11465940        35.56
      13.239     0.975000     11502642        40.00
      14.023     0.978125     11539688        45.71
      14.943     0.981250     11576326        53.33
      16.031     0.984375     11613273        64.00
      16.671     0.985938     11631980        71.11
      17.407     0.987500     11650128        80.00
      18.271     0.989062     11668731        91.43
      19.231     0.990625     11687183       106.67
      20.303     0.992188     11705366       128.00
      20.975     0.992969     11714668       142.22
      21.727     0.993750     11723820       160.00
      22.527     0.994531     11733126       182.86
      23.407     0.995313     11742299       213.33
      24.415     0.996094     11751490       256.00
      25.007     0.996484     11756119       284.44
      25.663     0.996875     11760720       320.00
      26.383     0.997266     11765283       365.71
      27.183     0.997656     11769888       426.67
      28.143     0.998047     11774488       512.00
      28.719     0.998242     11776821       568.89
      29.327     0.998437     11779123       640.00
      30.031     0.998633     11781402       731.43
      30.879     0.998828     11783734       853.33
      31.855     0.999023     11785998      1024.00
      32.399     0.999121     11787170      1137.78
      32.959     0.999219     11788325      1280.00
      33.631     0.999316     11789511      1462.86
      34.367     0.999414     11790616      1706.67
      35.295     0.999512     11791780      2048.00
      35.839     0.999561     11792341      2275.56
      36.415     0.999609     11792915      2560.00
      37.087     0.999658     11793485      2925.71
      37.951     0.999707     11794057      3413.33
      38.975     0.999756     11794643      4096.00
      39.583     0.999780     11794924      4551.11
      40.383     0.999805     11795212      5120.00
      41.439     0.999829     11795501      5851.43
      42.911     0.999854     11795791      6826.67
      44.799     0.999878     11796080      8192.00
      45.727     0.999890     11796217      9102.22
      47.135     0.999902     11796361     10240.00
      48.863     0.999915     11796507     11702.86
      51.135     0.999927     11796650     13653.33
      55.391     0.999939     11796794     16384.00
      58.431     0.999945     11796869     18204.44
      61.375     0.999951     11796937     20480.00
      65.791     0.999957     11797009     23405.71
