Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.200ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.193ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.195ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.190ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.239ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.191ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.373ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.217ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.185ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.221ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.249ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.209ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.161ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.187ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.196ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.200ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.25ms    1.80ms 237.82ms   97.54%
    Req/Sec     3.96k   574.75    13.00k    77.96%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.05ms
 75.000%    1.45ms
 90.000%    1.89ms
 99.000%    5.98ms
 99.900%   19.01ms
 99.990%   70.72ms
 99.999%  132.10ms
100.000%  237.95ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.055     0.000000            3         1.00
       0.423     0.100000      3550436         1.11
       0.613     0.200000      7090642         1.25
       0.771     0.300000     10638233         1.43
       0.915     0.400000     14176494         1.67
       1.055     0.500000     17708501         2.00
       1.126     0.550000     19480958         2.22
       1.198     0.600000     21243214         2.50
       1.273     0.650000     23018602         2.86
       1.354     0.700000     24782811         3.33
       1.447     0.750000     26555216         4.00
       1.500     0.775000     27441074         4.44
       1.558     0.800000     28321043         5.00
       1.623     0.825000     29206655         5.71
       1.697     0.850000     30093566         6.67
       1.784     0.875000     30974958         8.00
       1.835     0.887500     31415075         8.89
       1.894     0.900000     31858521        10.00
       1.963     0.912500     32300749        11.43
       2.047     0.925000     32739464        13.33
       2.159     0.937500     33186079        16.00
       2.229     0.943750     33404192        17.78
       2.315     0.950000     33623611        20.00
       2.423     0.956250     33845423        22.86
       2.563     0.962500     34067907        26.67
       2.747     0.968750     34287095        32.00
       2.869     0.971875     34398271        35.56
       3.019     0.975000     34507880        40.00
       3.217     0.978125     34619101        45.71
       3.495     0.981250     34728869        53.33
       3.961     0.984375     34839476        64.00
       4.323     0.985938     34895133        71.11
       4.827     0.987500     34950057        80.00
       5.503     0.989062     35005479        91.43
       6.355     0.990625     35060841       106.67
       7.399     0.992188     35116013       128.00
       8.031     0.992969     35143604       142.22
       8.767     0.993750     35171420       160.00
       9.599     0.994531     35199019       182.86
      10.503     0.995313     35226681       213.33
      11.455     0.996094     35254208       256.00
      12.047     0.996484     35268159       284.44
      12.615     0.996875     35282026       320.00
      13.287     0.997266     35295822       365.71
      14.015     0.997656     35309563       426.67
      14.911     0.998047     35323385       512.00
      15.431     0.998242     35330233       568.89
      16.063     0.998437     35337205       640.00
      16.847     0.998633     35344110       731.43
      17.839     0.998828     35351020       853.33
      19.199     0.999023     35357936      1024.00
      20.143     0.999121     35361380      1137.78
      21.407     0.999219     35364822      1280.00
      23.151     0.999316     35368267      1462.86
      25.663     0.999414     35371712      1706.67
      29.391     0.999512     35375170      2048.00
      31.775     0.999561     35376901      2275.56
      34.655     0.999609     35378621      2560.00
      38.239     0.999658     35380355      2925.71
      42.399     0.999707     35382088      3413.33
      47.391     0.999756     35383809      4096.00
      50.335     0.999780     35384680      4551.11
      53.439     0.999805     35385535      5120.00
      56.735     0.999829     35386405      5851.43
      60.511     0.999854     35387261      6826.67
      65.119     0.999878     35388125      8192.00
      68.031     0.999890     35388560      9102.22
      71.359     0.999902     35388997     10240.00
      74.495     0.999915     35389421     11702.86
      77.631     0.999927     35389855     13653.33
      81.087     0.999939     35390287     16384.00
      82.815     0.999945     35390502     18204.44
      85.055     0.999951     35390721     20480.00
      88.319     0.999957     35390935     23405.71
