Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.340ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.305ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.333ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.272ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.369ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.333ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.246ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.275ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.383ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.301ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.282ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.403ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.321ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.326ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.277ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.346ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.29ms    1.99ms 178.56ms   97.32%
    Req/Sec     3.96k   612.24    11.00k    74.22%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.05ms
 75.000%    1.44ms
 90.000%    1.86ms
 99.000%    9.06ms
 99.900%   20.11ms
 99.990%   75.46ms
 99.999%  117.95ms
100.000%  178.69ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.053     0.000000            1         1.00
       0.413     0.100000      3544245         1.11
       0.601     0.200000      7092349         1.25
       0.759     0.300000     10621266         1.43
       0.906     0.400000     14178457         1.67
       1.047     0.500000     17696683         2.00
       1.119     0.550000     19468627         2.22
       1.194     0.600000     21255320         2.50
       1.270     0.650000     23006776         2.86
       1.352     0.700000     24780442         3.33
       1.443     0.750000     26559079         4.00
       1.493     0.775000     27438894         4.44
       1.548     0.800000     28327957         5.00
       1.608     0.825000     29211418         5.71
       1.676     0.850000     30091221         6.67
       1.756     0.875000     30974447         8.00
       1.803     0.887500     31418661         8.89
       1.856     0.900000     31856839        10.00
       1.919     0.912500     32301329        11.43
       1.995     0.925000     32739397        13.33
       2.097     0.937500     33185484        16.00
       2.163     0.943750     33403674        17.78
       2.247     0.950000     33623342        20.00
       2.361     0.956250     33847322        22.86
       2.523     0.962500     34065829        26.67
       2.813     0.968750     34286885        32.00
       3.095     0.971875     34397404        35.56
       3.619     0.975000     34507688        40.00
       4.483     0.978125     34618346        45.71
       5.503     0.981250     34729247        53.33
       6.551     0.984375     34839681        64.00
       7.123     0.985938     34894966        71.11
       7.795     0.987500     34950202        80.00
       8.567     0.989062     35005516        91.43
       9.367     0.990625     35061084       106.67
      10.143     0.992188     35116269       128.00
      10.623     0.992969     35144031       142.22
      11.103     0.993750     35171330       160.00
      11.647     0.994531     35198979       182.86
      12.303     0.995313     35226580       213.33
      13.127     0.996094     35254444       256.00
      13.543     0.996484     35268158       284.44
      14.063     0.996875     35282043       320.00
      14.711     0.997266     35295792       365.71
      15.359     0.997656     35309697       426.67
      16.079     0.998047     35323429       512.00
      16.591     0.998242     35330461       568.89
      17.183     0.998437     35337246       640.00
      17.919     0.998633     35344148       731.43
      18.927     0.998828     35351047       853.33
      20.319     0.999023     35357947      1024.00
      21.391     0.999121     35361410      1137.78
      22.879     0.999219     35364836      1280.00
      25.295     0.999316     35368289      1462.86
      28.799     0.999414     35371742      1706.67
      33.599     0.999512     35375198      2048.00
      36.543     0.999561     35376935      2275.56
      39.583     0.999609     35378660      2560.00
      42.975     0.999658     35380381      2925.71
      46.879     0.999707     35382111      3413.33
      51.039     0.999756     35383845      4096.00
      53.407     0.999780     35384708      4551.11
      56.383     0.999805     35385567      5120.00
      59.935     0.999829     35386432      5851.43
      64.511     0.999854     35387295      6826.67
      69.631     0.999878     35388159      8192.00
      72.575     0.999890     35388591      9102.22
      76.095     0.999902     35389020     10240.00
      80.127     0.999915     35389459     11702.86
      83.583     0.999927     35389891     13653.33
      87.167     0.999939     35390323     16384.00
      89.023     0.999945     35390539     18204.44
      90.815     0.999951     35390752     20480.00
      92.735     0.999957     35390966     23405.71
