Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 55.351ms, rate sampling interval: 189ms
  Thread calibration: mean lat.: 22.825ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 22.777ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 62.278ms, rate sampling interval: 419ms
  Thread calibration: mean lat.: 9.673ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.734ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.764ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 81.141ms, rate sampling interval: 719ms
  Thread calibration: mean lat.: 69.512ms, rate sampling interval: 581ms
  Thread calibration: mean lat.: 35.041ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 2.815ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 41.101ms, rate sampling interval: 14ms
  Thread calibration: mean lat.: 106.256ms, rate sampling interval: 950ms
  Thread calibration: mean lat.: 83.072ms, rate sampling interval: 751ms
  Thread calibration: mean lat.: 2.674ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.694ms, rate sampling interval: 11ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.84ms    9.86ms 252.80ms   98.57%
    Req/Sec     3.93k   521.40    14.40k    84.70%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.62ms
 75.000%    2.24ms
 90.000%    3.21ms
 99.000%   37.95ms
 99.900%  141.82ms
 99.990%  184.57ms
 99.999%  220.03ms
100.000%  252.93ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.069     0.000000            1         1.00
       0.760     0.100000      3548056         1.11
       1.012     0.200000      7085974         1.25
       1.223     0.300000     10628797         1.43
       1.418     0.400000     14160672         1.67
       1.617     0.500000     17711820         2.00
       1.719     0.550000     19476258         2.22
       1.828     0.600000     21238067         2.50
       1.947     0.650000     23008921         2.86
       2.081     0.700000     24791365         3.33
       2.239     0.750000     26552981         4.00
       2.331     0.775000     27431721         4.44
       2.439     0.800000     28323742         5.00
       2.565     0.825000     29201066         5.71
       2.721     0.850000     30088750         6.67
       2.925     0.875000     30973256         8.00
       3.053     0.887500     31414578         8.89
       3.209     0.900000     31856407        10.00
       3.403     0.912500     32299108        11.43
       3.653     0.925000     32739279        13.33
       3.989     0.937500     33182560        16.00
       4.203     0.943750     33402415        17.78
       4.467     0.950000     33624674        20.00
       4.803     0.956250     33844780        22.86
       5.259     0.962500     34065633        26.67
       5.923     0.968750     34286872        32.00
       6.347     0.971875     34397276        35.56
       6.875     0.975000     34507822        40.00
       7.675     0.978125     34618403        45.71
       8.983     0.981250     34729197        53.33
      11.055     0.984375     34839505        64.00
      13.079     0.985938     34894738        71.11
      16.543     0.987500     34950018        80.00
      27.215     0.989062     35005288        91.43
      45.023     0.990625     35060653       106.67
      61.311     0.992188     35115909       128.00
      69.183     0.992969     35143716       142.22
      76.735     0.993750     35171218       160.00
      84.223     0.994531     35198846       182.86
      91.903     0.995313     35226596       213.33
      99.519     0.996094     35254327       256.00
     103.743     0.996484     35267983       284.44
     108.351     0.996875     35281850       320.00
     113.215     0.997266     35295654       365.71
     118.271     0.997656     35309488       426.67
     123.519     0.998047     35323362       512.00
     126.271     0.998242     35330237       568.89
     129.791     0.998437     35337168       640.00
     133.631     0.998633     35344143       731.43
     137.855     0.998828     35351080       853.33
     142.463     0.999023     35357961      1024.00
     144.767     0.999121     35361448      1137.78
     147.199     0.999219     35364795      1280.00
     150.015     0.999316     35368204      1462.86
     153.343     0.999414     35371743      1706.67
     157.311     0.999512     35375171      2048.00
     159.487     0.999561     35376927      2275.56
     161.791     0.999609     35378619      2560.00
     164.351     0.999658     35380383      2925.71
     166.911     0.999707     35382051      3413.33
     170.111     0.999756     35383794      4096.00
     171.775     0.999780     35384616      4551.11
     173.823     0.999805     35385507      5120.00
     175.999     0.999829     35386354      5851.43
     178.431     0.999854     35387217      6826.67
     181.375     0.999878     35388080      8192.00
     182.911     0.999890     35388502      9102.22
     184.959     0.999902     35388941     10240.00
     187.519     0.999915     35389378     11702.86
     190.079     0.999927     35389809     13653.33
     192.895     0.999939     35390232     16384.00
     194.559     0.999945     35390451     18204.44
     196.095     0.999951     35390660     20480.00
     198.143     0.999957     35390876     23405.71
