Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.608ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.706ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.637ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.621ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.658ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.669ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.767ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.676ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.694ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.631ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.664ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.661ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.606ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.787ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.652ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.787ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.61ms    2.52ms 104.83ms   93.65%
    Req/Sec     1.98k   493.73     6.89k    78.03%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.07ms
 75.000%    1.50ms
 90.000%    2.36ms
 99.000%   12.79ms
 99.900%   28.53ms
 99.990%   50.94ms
 99.999%   66.88ms
100.000%  104.89ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.069     0.000000            1         1.00
       0.414     0.100000      1773688         1.11
       0.603     0.200000      3540858         1.25
       0.767     0.300000      5317270         1.43
       0.921     0.400000      7083241         1.67
       1.069     0.500000      8859164         2.00
       1.142     0.550000      9742793         2.22
       1.218     0.600000     10628508         2.50
       1.299     0.650000     11508794         2.86
       1.392     0.700000     12392526         3.33
       1.503     0.750000     13272906         4.00
       1.569     0.775000     13715743         4.44
       1.645     0.800000     14158966         5.00
       1.735     0.825000     14599542         5.71
       1.852     0.850000     15044500         6.67
       2.018     0.875000     15485205         8.00
       2.149     0.887500     15707065         8.89
       2.355     0.900000     15928278        10.00
       2.701     0.912500     16148636        11.43
       3.305     0.925000     16369339        13.33
       4.215     0.937500     16590811        16.00
       4.755     0.943750     16701655        17.78
       5.347     0.950000     16812085        20.00
       6.015     0.956250     16922709        22.86
       6.755     0.962500     17032818        26.67
       7.583     0.968750     17143715        32.00
       8.011     0.971875     17199038        35.56
       8.463     0.975000     17253993        40.00
       8.991     0.978125     17309374        45.71
       9.623     0.981250     17364847        53.33
      10.439     0.984375     17420328        64.00
      10.919     0.985938     17447650        71.11
      11.519     0.987500     17475264        80.00
      12.271     0.989062     17502987        91.43
      13.191     0.990625     17530670       106.67
      14.343     0.992188     17558136       128.00
      15.023     0.992969     17572012       142.22
      15.783     0.993750     17585785       160.00
      16.591     0.994531     17599641       182.86
      17.535     0.995313     17613538       213.33
      18.687     0.996094     17627343       256.00
      19.359     0.996484     17634191       284.44
      20.127     0.996875     17641120       320.00
      21.023     0.997266     17647971       365.71
      22.095     0.997656     17654919       426.67
      23.391     0.998047     17661843       512.00
      24.159     0.998242     17665283       568.89
      25.023     0.998437     17668733       640.00
      25.999     0.998633     17672174       731.43
      27.199     0.998828     17675651       853.33
      28.735     0.999023     17679113      1024.00
      29.663     0.999121     17680825      1137.78
      30.703     0.999219     17682533      1280.00
      31.919     0.999316     17684263      1462.86
      33.311     0.999414     17686001      1706.67
      35.039     0.999512     17687732      2048.00
      36.095     0.999561     17688603      2275.56
      37.311     0.999609     17689448      2560.00
      38.687     0.999658     17690310      2925.71
      40.383     0.999707     17691193      3413.33
      42.463     0.999756     17692042      4096.00
      43.615     0.999780     17692475      4551.11
      44.895     0.999805     17692909      5120.00
      46.399     0.999829     17693343      5851.43
      47.775     0.999854     17693771      6826.67
      49.247     0.999878     17694202      8192.00
      50.111     0.999890     17694414      9102.22
      51.103     0.999902     17694632     10240.00
      52.031     0.999915     17694846     11702.86
      53.215     0.999927     17695068     13653.33
      54.783     0.999939     17695278     16384.00
      55.775     0.999945     17695388     18204.44
      56.735     0.999951     17695495     20480.00
      57.791     0.999957     17695605     23405.71
