Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.222ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.240ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.149ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.296ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.213ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.222ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.300ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.265ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.304ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.282ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.315ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.518ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.256ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.329ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.280ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.336ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.31ms    1.90ms 100.48ms   95.95%
    Req/Sec     1.32k   531.58     4.89k    77.09%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.00ms
 75.000%    1.37ms
 90.000%    1.85ms
 99.000%    9.68ms
 99.900%   24.96ms
 99.990%   42.46ms
 99.999%   61.89ms
100.000%  100.54ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.072     0.000000            1         1.00
       0.392     0.100000      1184007         1.11
       0.569     0.200000      2362072         1.25
       0.723     0.300000      3539477         1.43
       0.864     0.400000      4725834         1.67
       1.000     0.500000      5904152         2.00
       1.066     0.550000      6491281         2.22
       1.133     0.600000      7085799         2.50
       1.202     0.650000      7675680         2.86
       1.280     0.700000      8258254         3.33
       1.372     0.750000      8850925         4.00
       1.425     0.775000      9148178         4.44
       1.483     0.800000      9438521         5.00
       1.551     0.825000      9736295         5.71
       1.631     0.850000     10030510         6.67
       1.728     0.875000     10325005         8.00
       1.785     0.887500     10470518         8.89
       1.852     0.900000     10617882        10.00
       1.935     0.912500     10765951        11.43
       2.047     0.925000     10913089        13.33
       2.229     0.937500     11060143        16.00
       2.365     0.943750     11134096        17.78
       2.555     0.950000     11207782        20.00
       2.905     0.956250     11281444        22.86
       3.557     0.962500     11355031        26.67
       4.391     0.968750     11428898        32.00
       4.947     0.971875     11465633        35.56
       5.587     0.975000     11502686        40.00
       6.263     0.978125     11539386        45.71
       7.007     0.981250     11576281        53.33
       7.799     0.984375     11613209        64.00
       8.179     0.985938     11631554        71.11
       8.671     0.987500     11650125        80.00
       9.271     0.989062     11668448        91.43
       9.967     0.990625     11686936       106.67
      10.831     0.992188     11705393       128.00
      11.343     0.992969     11714611       142.22
      11.895     0.993750     11723732       160.00
      12.519     0.994531     11732970       182.86
      13.375     0.995313     11742152       213.33
      14.519     0.996094     11751422       256.00
      15.183     0.996484     11755956       284.44
      15.919     0.996875     11760611       320.00
      16.831     0.997266     11765207       365.71
      18.143     0.997656     11769847       426.67
      19.615     0.998047     11774432       512.00
      20.447     0.998242     11776731       568.89
      21.455     0.998437     11779007       640.00
      22.623     0.998633     11781306       731.43
      23.791     0.998828     11783622       853.33
      25.167     0.999023     11785912      1024.00
      26.015     0.999121     11787068      1137.78
      26.879     0.999219     11788215      1280.00
      27.839     0.999316     11789376      1462.86
      28.943     0.999414     11790520      1706.67
      30.223     0.999512     11791676      2048.00
      30.959     0.999561     11792248      2275.56
      31.871     0.999609     11792828      2560.00
      32.927     0.999658     11793398      2925.71
      34.047     0.999707     11793980      3413.33
      35.423     0.999756     11794559      4096.00
      36.159     0.999780     11794847      4551.11
      37.055     0.999805     11795129      5120.00
      38.143     0.999829     11795416      5851.43
      39.423     0.999854     11795703      6826.67
      40.927     0.999878     11795997      8192.00
      41.727     0.999890     11796137      9102.22
      42.655     0.999902     11796278     10240.00
      43.743     0.999915     11796424     11702.86
      45.087     0.999927     11796568     13653.33
      46.815     0.999939     11796714     16384.00
      47.743     0.999945     11796784     18204.44
      48.671     0.999951     11796854     20480.00
      49.983     0.999957     11796926     23405.71
