Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 4.369ms, rate sampling interval: 24ms
  Thread calibration: mean lat.: 4.375ms, rate sampling interval: 23ms
  Thread calibration: mean lat.: 4.438ms, rate sampling interval: 25ms
  Thread calibration: mean lat.: 4.408ms, rate sampling interval: 25ms
  Thread calibration: mean lat.: 4.376ms, rate sampling interval: 24ms
  Thread calibration: mean lat.: 4.164ms, rate sampling interval: 23ms
  Thread calibration: mean lat.: 4.301ms, rate sampling interval: 23ms
  Thread calibration: mean lat.: 4.557ms, rate sampling interval: 26ms
  Thread calibration: mean lat.: 4.340ms, rate sampling interval: 24ms
  Thread calibration: mean lat.: 4.010ms, rate sampling interval: 23ms
  Thread calibration: mean lat.: 4.776ms, rate sampling interval: 26ms
  Thread calibration: mean lat.: 4.245ms, rate sampling interval: 22ms
  Thread calibration: mean lat.: 4.656ms, rate sampling interval: 25ms
  Thread calibration: mean lat.: 4.657ms, rate sampling interval: 26ms
  Thread calibration: mean lat.: 5.004ms, rate sampling interval: 29ms
  Thread calibration: mean lat.: 4.273ms, rate sampling interval: 23ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.86ms    5.35ms 196.10ms   91.93%
    Req/Sec     1.91k   346.46     4.50k    78.04%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.27ms
 75.000%    2.00ms
 90.000%    6.65ms
 99.000%   28.09ms
 99.900%   50.91ms
 99.990%   81.92ms
 99.999%  128.64ms
100.000%  196.22ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.083     0.000000            1         1.00
       0.506     0.100000      1771444         1.11
       0.722     0.200000      3545694         1.25
       0.910     0.300000      5313102         1.43
       1.089     0.400000      7088448         1.67
       1.272     0.500000      8850808         2.00
       1.373     0.550000      9735263         2.22
       1.486     0.600000     10624657         2.50
       1.615     0.650000     11507242         2.86
       1.773     0.700000     12389366         3.33
       2.002     0.750000     13273391         4.00
       2.185     0.775000     13717518         4.44
       2.473     0.800000     14157906         5.00
       2.979     0.825000     14600582         5.71
       3.847     0.850000     15042599         6.67
       5.043     0.875000     15484950         8.00
       5.791     0.887500     15705720         8.89
       6.651     0.900000     15927297        10.00
       7.615     0.912500     16148585        11.43
       8.767     0.925000     16370307        13.33
      10.239     0.937500     16590855        16.00
      11.111     0.943750     16701244        17.78
      12.119     0.950000     16811698        20.00
      13.335     0.956250     16922583        22.86
      14.871     0.962500     17032879        26.67
      16.687     0.968750     17144042        32.00
      17.695     0.971875     17198660        35.56
      18.863     0.975000     17254069        40.00
      20.223     0.978125     17309332        45.71
      21.775     0.981250     17364681        53.33
      23.631     0.984375     17419987        64.00
      24.687     0.985938     17447434        71.11
      25.839     0.987500     17475037        80.00
      27.167     0.989062     17502926        91.43
      28.751     0.990625     17530533       106.67
      30.559     0.992188     17557976       128.00
      31.583     0.992969     17571827       142.22
      32.751     0.993750     17585671       160.00
      34.079     0.994531     17599500       182.86
      35.583     0.995313     17613444       213.33
      37.375     0.996094     17627108       256.00
      38.399     0.996484     17634031       284.44
      39.551     0.996875     17641040       320.00
      40.895     0.997266     17647966       365.71
      42.399     0.997656     17654770       426.67
      44.191     0.998047     17661741       512.00
      45.215     0.998242     17665185       568.89
      46.367     0.998437     17668645       640.00
      47.679     0.998633     17672029       731.43
      49.279     0.998828     17675543       853.33
      51.135     0.999023     17678958      1024.00
      52.191     0.999121     17680683      1137.78
      53.407     0.999219     17682440      1280.00
      54.847     0.999316     17684142      1462.86
      56.575     0.999414     17685865      1706.67
      58.751     0.999512     17687597      2048.00
      60.031     0.999561     17688463      2275.56
      61.567     0.999609     17689319      2560.00
      63.423     0.999658     17690175      2925.71
      65.471     0.999707     17691043      3413.33
      68.031     0.999756     17691914      4096.00
      69.503     0.999780     17692346      4551.11
      71.167     0.999805     17692778      5120.00
      73.407     0.999829     17693209      5851.43
      75.839     0.999854     17693636      6826.67
      78.591     0.999878     17694069      8192.00
      80.319     0.999890     17694281      9102.22
      82.367     0.999902     17694496     10240.00
      84.735     0.999915     17694715     11702.86
      87.487     0.999927     17694932     13653.33
      90.815     0.999939     17695145     16384.00
      93.055     0.999945     17695251     18204.44
      95.487     0.999951     17695359     20480.00
      98.303     0.999957     17695468     23405.71
