Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 3.188ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.215ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.187ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.221ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 3.069ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 3.143ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 2.838ms, rate sampling interval: 11ms
  Thread calibration: mean lat.: 2.887ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 3.083ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.360ms, rate sampling interval: 14ms
  Thread calibration: mean lat.: 3.114ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.322ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.143ms, rate sampling interval: 12ms
  Thread calibration: mean lat.: 2.910ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 3.150ms, rate sampling interval: 13ms
  Thread calibration: mean lat.: 3.264ms, rate sampling interval: 13ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     2.95ms    5.46ms 181.25ms   91.86%
    Req/Sec     1.96k   534.18     5.89k    77.16%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.30ms
 75.000%    2.12ms
 90.000%    6.83ms
 99.000%   28.75ms
 99.900%   52.48ms
 99.990%   80.19ms
 99.999%  111.55ms
100.000%  181.38ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.083     0.000000            1         1.00
       0.516     0.100000      1775003         1.11
       0.741     0.200000      3547542         1.25
       0.935     0.300000      5314869         1.43
       1.117     0.400000      7086702         1.67
       1.305     0.500000      8849280         2.00
       1.412     0.550000      9735389         2.22
       1.533     0.600000     10623143         2.50
       1.675     0.650000     11504921         2.86
       1.856     0.700000     12388492         3.33
       2.119     0.750000     13276645         4.00
       2.321     0.775000     13716445         4.44
       2.631     0.800000     14158549         5.00
       3.197     0.825000     14599661         5.71
       4.093     0.850000     15042418         6.67
       5.247     0.875000     15485169         8.00
       5.967     0.887500     15705644         8.89
       6.831     0.900000     15927032        10.00
       7.863     0.912500     16148339        11.43
       9.071     0.925000     16369038        13.33
      10.535     0.937500     16590441        16.00
      11.399     0.943750     16700865        17.78
      12.415     0.950000     16811527        20.00
      13.679     0.956250     16922269        22.86
      15.303     0.962500     17032927        26.67
      17.135     0.968750     17143386        32.00
      18.159     0.971875     17198678        35.56
      19.327     0.975000     17254157        40.00
      20.719     0.978125     17309618        45.71
      22.335     0.981250     17364537        53.33
      24.191     0.984375     17420056        64.00
      25.215     0.985938     17447586        71.11
      26.383     0.987500     17475089        80.00
      27.807     0.989062     17502931        91.43
      29.423     0.990625     17530347       106.67
      31.231     0.992188     17558013       128.00
      32.287     0.992969     17571904       142.22
      33.503     0.993750     17585902       160.00
      34.911     0.994531     17599700       182.86
      36.447     0.995313     17613308       213.33
      38.239     0.996094     17627262       256.00
      39.263     0.996484     17634136       284.44
      40.479     0.996875     17641033       320.00
      41.951     0.997266     17647983       365.71
      43.519     0.997656     17654868       426.67
      45.311     0.998047     17661709       512.00
      46.431     0.998242     17665200       568.89
      47.711     0.998437     17668609       640.00
      49.183     0.998633     17672087       731.43
      50.847     0.998828     17675574       853.33
      52.767     0.999023     17678996      1024.00
      53.951     0.999121     17680694      1137.78
      55.423     0.999219     17682443      1280.00
      56.991     0.999316     17684179      1462.86
      58.751     0.999414     17685879      1706.67
      60.991     0.999512     17687602      2048.00
      62.335     0.999561     17688486      2275.56
      63.743     0.999609     17689332      2560.00
      65.311     0.999658     17690201      2925.71
      67.135     0.999707     17691061      3413.33
      69.503     0.999756     17691921      4096.00
      70.911     0.999780     17692368      4551.11
      72.127     0.999805     17692805      5120.00
      73.791     0.999829     17693232      5851.43
      75.839     0.999854     17693655      6826.67
      78.015     0.999878     17694094      8192.00
      79.167     0.999890     17694299      9102.22
      80.511     0.999902     17694521     10240.00
      82.047     0.999915     17694733     11702.86
      83.839     0.999927     17694950     13653.33
      85.951     0.999939     17695162     16384.00
      87.231     0.999945     17695271     18204.44
      88.767     0.999951     17695378     20480.00
      90.175     0.999957     17695487     23405.71
