Running 10m test @ http://localhost:9999/math/plus?x=1&y=2
  16 threads and 400 connections
  Thread calibration: mean lat.: 1.567ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.584ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.604ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.661ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.592ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.530ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.566ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.603ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.529ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.637ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.533ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.702ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.621ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.608ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.519ms, rate sampling interval: 10ms
  Thread calibration: mean lat.: 1.392ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.59ms    2.76ms 253.57ms   96.66%
    Req/Sec     3.96k   644.33    11.33k    74.75%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.20ms
 75.000%    1.74ms
 90.000%    2.61ms
 99.000%    9.00ms
 99.900%   31.06ms
 99.990%  109.44ms
 99.999%  176.00ms
100.000%  253.70ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.059     0.000000            2         1.00
       0.487     0.100000      3553852         1.11
       0.699     0.200000      7096022         1.25
       0.873     0.300000     10619519         1.43
       1.038     0.400000     14178459         1.67
       1.202     0.500000     17699117         2.00
       1.289     0.550000     19469271         2.22
       1.383     0.600000     21242904         2.50
       1.486     0.650000     23011631         2.86
       1.603     0.700000     24787702         3.33
       1.740     0.750000     26545508         4.00
       1.821     0.775000     27430384         4.44
       1.915     0.800000     28320989         5.00
       2.027     0.825000     29203600         5.71
       2.167     0.850000     30088436         6.67
       2.353     0.875000     30975942         8.00
       2.469     0.887500     31417184         8.89
       2.605     0.900000     31856552        10.00
       2.771     0.912500     32299213        11.43
       2.973     0.925000     32738326        13.33
       3.233     0.937500     33181001        16.00
       3.393     0.943750     33402883        17.78
       3.583     0.950000     33624904        20.00
       3.815     0.956250     33845626        22.86
       4.111     0.962500     34067193        26.67
       4.519     0.968750     34287749        32.00
       4.795     0.971875     34397902        35.56
       5.143     0.975000     34507644        40.00
       5.591     0.978125     34619008        45.71
       6.159     0.981250     34729086        53.33
       6.895     0.984375     34839754        64.00
       7.359     0.985938     34894801        71.11
       7.911     0.987500     34950197        80.00
       8.559     0.989062     35005890        91.43
       9.319     0.990625     35060898       106.67
      10.247     0.992188     35116136       128.00
      10.775     0.992969     35143628       142.22
      11.335     0.993750     35171539       160.00
      11.991     0.994531     35199119       182.86
      12.791     0.995313     35226625       213.33
      13.663     0.996094     35254261       256.00
      14.239     0.996484     35268073       284.44
      14.943     0.996875     35281834       320.00
      15.751     0.997266     35295786       365.71
      16.799     0.997656     35309615       426.67
      18.367     0.998047     35323355       512.00
      19.487     0.998242     35330228       568.89
      21.055     0.998437     35337195       640.00
      23.391     0.998633     35344079       731.43
      26.799     0.998828     35350977       853.33
      31.743     0.999023     35357891      1024.00
      35.039     0.999121     35361343      1137.78
      38.815     0.999219     35364816      1280.00
      43.487     0.999316     35368248      1462.86
      49.279     0.999414     35371704      1706.67
      56.735     0.999512     35375159      2048.00
      61.055     0.999561     35376883      2275.56
      65.919     0.999609     35378627      2560.00
      71.295     0.999658     35380353      2925.71
      77.055     0.999707     35382080      3413.33
      83.455     0.999756     35383802      4096.00
      86.527     0.999780     35384664      4551.11
      90.175     0.999805     35385527      5120.00
      93.951     0.999829     35386392      5851.43
      98.495     0.999854     35387260      6826.67
     103.807     0.999878     35388120      8192.00
     106.815     0.999890     35388550      9102.22
     110.143     0.999902     35388981     10240.00
     113.727     0.999915     35389414     11702.86
     117.759     0.999927     35389844     13653.33
     122.879     0.999939     35390275     16384.00
     126.143     0.999945     35390494     18204.44
     129.919     0.999951     35390708     20480.00
     133.887     0.999957     35390931     23405.71
